filename,status,before_duration_s,after_duration_s,duration_change_s,before_lufs,after_lufs,lufs_change,before_peak_db,after_peak_db,peak_change_db,gain_applied_db,was_cropped,was_removed,error
Irma Thomas - River Is Waiting.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,-0.38,-2.11,-1.72,-2.0,yes,no,
Irma Thomas - We All Need Love.mp3,processed,29.99,29.00,-0.99,-20.0,-21.1,-1.1,-0.25,-1.21,-0.96,-1.1,yes,no,
Irreversíveis - Os Dois Irreversíveis.mp3,processed,29.99,29.00,-0.99,-15.8,-16.3,-0.5,-0.51,-0.75,-0.24,-0.5,yes,no,
Irwin Goodman - Kopla ja kummisetä.mp3,processed,29.99,29.00,-0.99,-15.6,-16.5,-0.8,-0.27,-0.30,-0.03,-0.8,yes,no,
Irwin Goodman - Liverpoolin poikia.mp3,processed,29.99,29.00,-0.99,-10.8,-15.8,-5.0,0.10,-4.31,-4.41,-5.0,yes,no,
Irwin Goodman - Onni.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,0.32,-1.44,-1.75,-2.3,yes,no,
Irwin Goodman - Raha ratkaisee.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,-0.64,-1.91,-1.27,-2.1,yes,no,
Irwin Goodman - Terve menoo jätkänretale.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,0.27,-1.57,-1.84,-2.1,yes,no,
Irwin Goodman - Yhteinen koti.mp3,processed,29.99,29.00,-0.99,-19.9,-17.2,2.7,-3.70,-1.29,2.41,2.7,yes,no,
Isabel Pantoja - 13 de Mayo.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,0.48,-3.02,-3.50,-3.4,yes,no,
Isabel Pantoja - Adelante.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,-0.12,-1.85,-1.73,-2.2,yes,no,
Isabel Pantoja - Como a Nadie Te He Querio.mp3,processed,29.99,29.00,-0.99,-22.4,-17.5,4.9,-5.96,-0.90,5.06,4.9,yes,no,
Isabel Pantoja - Limosna de Amores.mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.9,-0.25,-2.80,-2.55,-2.9,yes,no,
Isabel Pantoja - Porque Me Gusta a Morir.mp3,processed,29.99,29.00,-0.99,-17.8,-17.6,0.1,-1.14,-0.88,0.26,0.1,yes,no,
Isabel Pantoja - Si Tu Me Dices Ven.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.14,-2.05,-2.19,-1.8,yes,no,
Isabelle Adjani - Entre autre pas en traître.mp3,processed,29.99,29.00,-0.99,-22.9,-18.7,4.2,-5.24,-1.04,4.20,4.2,yes,no,
Ismael Dueñas - Strange meeting.mp3,processed,29.99,29.00,-0.99,-22.7,-22.1,0.6,-1.57,-0.91,0.67,0.6,yes,no,
Ismael Dueñas - You do Something To Me.mp3,processed,29.99,29.00,-0.99,-22.1,-18.1,4.0,-5.03,-1.01,4.02,4.0,yes,no,
Israel & New Breed - Not Forgotten (Live).mp3,processed,30.01,29.00,-1.01,-11.6,-15.8,-4.1,0.94,-2.49,-3.43,-4.1,yes,no,
Israel Morales - El amor de mi vida.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,-0.00,-2.81,-2.81,-3.4,yes,no,
It Dies Today - One The Road (To Damnation).mp3,processed,29.99,29.00,-0.99,-11.1,-15.8,-4.7,0.98,-2.88,-3.86,-4.7,yes,no,
It Dies Today - Sixth of June.mp3,processed,29.99,29.00,-0.99,-10.5,-15.8,-5.2,1.29,-3.08,-4.37,-5.2,yes,no,
Ital Tek - Tokyo Freeze.mp3,processed,29.99,29.00,-0.99,-16.2,-15.7,0.5,-3.39,-2.71,0.68,0.5,yes,no,
Ivan Barreto - Celebration.mp3,processed,29.99,29.00,-0.99,-14.5,-15.8,-1.3,-0.99,-1.51,-0.52,-1.3,yes,no,
Ivan Parker - Close To The Well.mp3,processed,29.99,29.00,-0.99,-18.4,-15.8,2.6,-3.80,-1.19,2.61,2.6,yes,no,
Ivan Parker - No One Ever Cared For Me Like Jesus.mp3,processed,29.99,29.00,-0.99,-19.6,-18.6,1.0,-1.89,-0.93,0.96,1.0,yes,no,
"Ivan Parker - Then He Said, _Sing!_.mp3",processed,29.99,29.00,-0.99,-25.2,-20.0,5.3,-6.47,-1.43,5.04,5.3,yes,no,
Iya Terra - Love & Respect.mp3,processed,29.99,29.00,-0.99,-10.7,-15.8,-5.1,0.08,-4.56,-4.65,-5.1,yes,no,
Izzy - Going Home.mp3,processed,29.99,29.00,-0.99,-19.3,-17.2,2.1,-3.10,-0.93,2.18,2.1,yes,no,
Izzy Stradlin And The Ju Ju Hounds - Train Tracks.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,-1.05,-1.94,-0.89,-2.0,yes,no,
J B Lenoir - I'm in Korea.mp3,processed,29.99,29.00,-0.99,-15.9,-16.3,-0.4,-0.53,-0.98,-0.45,-0.4,yes,no,
J Bostron & Beretta - Now U Got It.mp3,processed,29.99,29.00,-0.99,-9.7,-15.8,-6.1,0.93,-4.80,-5.73,-6.1,yes,no,
J-MACK - World Wind.mp3,processed,29.99,29.00,-0.99,-17.8,-18.3,-0.5,-0.52,-0.87,-0.35,-0.5,yes,no,
"J. Karjalainen & Mustat Lasit - Adios, Amigos! (2003 Digital Remaster;).mp3",processed,29.99,29.00,-0.99,-17.9,-17.7,0.1,-1.09,-0.73,0.37,0.1,yes,no,
J. Karjalainen & Mustat Lasit - Keinu Kanssani (2003 Digital Remaster;).mp3,processed,29.99,29.00,-0.99,-15.4,-16.2,-0.7,-0.30,-0.82,-0.52,-0.7,yes,no,
J. Karjalainen & Mustat Lasit - Rytmikone.mp3,processed,29.99,29.00,-0.99,-19.5,-19.0,0.5,-1.46,-0.79,0.67,0.5,yes,no,
J. Peter Robinson - Jake.mp3,processed,29.99,29.00,-0.99,-31.3,-19.0,12.3,-13.27,-0.98,12.29,12.3,yes,no,
J.B. Lenoir - I Feel So Good.mp3,processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,-0.46,-1.71,-1.25,-1.6,yes,no,
J.B. Lenoir - The Mojo Boogie.mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.50,-1.40,-0.90,-1.2,yes,no,
J.C. Lodge - You Are The One.mp3,processed,29.99,29.00,-0.99,-18.8,-17.3,1.5,-2.47,-0.87,1.60,1.5,yes,no,
J.J. Cale - Losers.mp3,processed,29.99,29.00,-0.99,-23.1,-22.8,0.4,-1.39,-1.00,0.39,0.4,yes,no,
J.J. Cale - Midnight In Memphis.mp3,processed,29.99,29.00,-0.99,-21.4,-22.2,-0.8,-0.28,-0.93,-0.64,-0.8,yes,no,
J.J. Cale - Trouble In The City.mp3,processed,29.99,29.00,-0.99,-24.1,-19.1,5.0,-5.97,-1.13,4.84,5.0,yes,no,
JAY-Z - Change Clothes.mp3,processed,29.99,29.00,-0.99,-14.1,-16.4,-2.4,1.45,-0.22,-1.67,-2.4,yes,no,
JC Lodge - Dub It.mp3,processed,29.99,29.00,-0.99,-17.7,-18.7,-0.9,-0.02,-0.72,-0.70,-0.9,yes,no,
JC Lodge - Let's Make Love.mp3,processed,29.99,29.00,-0.99,-12.8,-15.8,-2.9,-0.44,-3.02,-2.58,-2.9,yes,no,
JDS - Nine Ways (Original Mix).mp3,processed,29.99,29.00,-0.99,-25.8,-21.0,4.8,-5.81,-0.15,5.66,4.8,yes,no,
JJ72 - Improv.mp3,processed,29.99,29.00,-0.99,-18.2,-18.6,-0.4,-0.89,-1.17,-0.28,-0.4,yes,no,
JK - Go On (Radio Edit).mp3,processed,30.01,29.00,-1.01,-13.3,-15.8,-2.5,0.14,-2.13,-2.27,-2.5,yes,no,
JK - Hit My Heart (Trance Radio Edit).mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,-0.17,-2.55,-2.38,-3.3,yes,no,
JK - You Make Me Feel Good (Disco Mix).mp3,processed,30.01,29.00,-1.01,-19.2,-17.3,1.9,-2.93,-0.51,2.42,1.9,yes,no,
Ja Rule - Between Me & You.mp3,processed,29.99,29.00,-0.99,-12.6,-15.8,-3.2,0.88,-1.58,-2.47,-3.2,yes,no,
Jack Harris - SLEEPY (insomnia).mp3,processed,29.99,29.00,-0.99,-12.8,-15.8,-3.0,0.01,-2.25,-2.26,-3.0,yes,no,
Jack Ingram - We'll Always Have the Blues.mp3,processed,29.99,29.00,-0.99,-16.4,-16.0,0.4,-1.28,-0.97,0.31,0.4,yes,no,
Jack Johnson - Adrift (Album Version).mp3,processed,29.99,29.00,-0.99,-19.3,-18.2,1.1,-1.97,-0.89,1.08,1.1,yes,no,
Jack Johnson - Fortunate Fool.mp3,processed,29.99,29.00,-0.99,-18.3,-19.2,-0.9,-0.17,-0.66,-0.49,-0.9,yes,no,
Jack Johnson - Inaudible Melodies.mp3,processed,29.99,29.00,-0.99,-18.6,-19.2,-0.6,-0.31,-0.96,-0.64,-0.6,yes,no,
Jack Johnson - It's All Understood.mp3,processed,29.99,29.00,-0.99,-21.4,-22.2,-0.8,-0.30,-0.96,-0.66,-0.8,yes,no,
Jack Johnson - Monsoon.mp3,processed,29.99,29.00,-0.99,-16.3,-17.3,-1.0,-0.16,-0.84,-0.68,-1.0,yes,no,
Jack Johnson - You And Your Heart.mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.9,0.26,-2.25,-2.51,-2.9,yes,no,
Jack Johnson and Friends - Fall Line (Live feat. Matt Costa).mp3,processed,29.99,29.00,-0.99,-15.7,-16.1,-0.4,-0.58,-0.88,-0.30,-0.4,yes,no,
Jack Miles - Nuits Orientales.mp3,processed,29.99,29.00,-0.99,-12.2,-15.8,-3.6,1.48,-1.88,-3.36,-3.6,yes,no,
Jack Off Jill - Horrible.mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,-0.06,-1.44,-1.38,-1.9,yes,no,
Jack Off Jill - Yellow Brick Road.mp3,processed,29.99,29.00,-0.99,-13.2,-15.7,-2.5,0.23,-1.63,-1.86,-2.5,yes,no,
"Jack Orsen feat. Fumanschu, Justus - Getto Boys.mp3",processed,29.99,29.00,-0.99,-10.4,-15.8,-5.4,0.94,-3.94,-4.88,-5.4,yes,no,
Jackie Chan - Feng Cheng Ren Sheng - Lian Zheng Gong Shu _ Feng Cheng Ren Sheng 86Huo Dong Zhu Ti Qu.mp3,processed,29.99,29.00,-0.99,-17.1,-17.4,-0.3,-0.71,-1.16,-0.45,-0.3,yes,no,
Jackie Edwards - Ali Baba.mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.1,-0.20,-3.96,-3.76,-4.1,yes,no,
Jackie Edwards - So Jah Seh.mp3,processed,29.99,29.00,-0.99,-18.7,-18.6,0.2,-1.34,-0.73,0.62,0.2,yes,no,
Jackie Edwards - Welcome You Back Home - Original.mp3,processed,29.99,29.00,-0.99,-24.4,-20.9,3.5,-4.45,-0.83,3.63,3.5,yes,no,
Jackie Wilson - Each Time (I Love You More).mp3,processed,29.99,29.00,-0.99,-20.4,-18.6,1.8,-2.66,-0.92,1.74,1.8,yes,no,
Jackie Wilson - I'm Wanderin'.mp3,processed,29.99,29.00,-0.99,-18.4,-16.5,2.0,-2.84,-1.02,1.82,2.0,yes,no,
Jackie Wilson - If I Can't Have You.mp3,processed,29.99,29.00,-0.99,-16.2,-16.1,0.1,-1.02,-0.93,0.09,0.1,yes,no,
Jackie Wilson - It's So Fine.mp3,processed,29.99,29.00,-0.99,-17.2,-17.3,-0.2,-0.81,-1.23,-0.41,-0.2,yes,no,
Jackie Wilson - One Moment with You.mp3,processed,29.99,29.00,-0.99,-15.9,-15.8,0.2,-1.32,-1.42,-0.10,0.2,yes,no,
Jackie Wilson - Why Can't You Be Mine.mp3,processed,29.99,29.00,-0.99,-16.2,-16.1,0.1,-1.00,-1.02,-0.03,0.1,yes,no,
Jacob Young - In a Subtle Way.mp3,processed,29.99,29.00,-0.99,-24.5,-23.1,1.4,-2.34,-1.07,1.26,1.4,yes,no,
Jacques Douai - Bonjour.mp3,processed,30.01,29.00,-1.01,-22.6,-20.9,1.7,-2.66,-0.90,1.77,1.7,yes,no,
Jacques Douai - Chanson De La Patience.mp3,processed,29.99,29.00,-0.99,-20.7,-16.6,4.1,-5.03,-1.00,4.03,4.1,yes,no,
Jacques Douai - L'etang chimerique.mp3,processed,29.99,29.00,-0.99,-19.8,-18.6,1.2,-2.08,-1.06,1.02,1.2,yes,no,
Jacques Douai - La rivière de ton dos.mp3,processed,29.99,29.00,-0.99,-19.2,-17.8,1.3,-2.20,-0.97,1.23,1.3,yes,no,
Jacques Douai - Le Roi A Fait Battre Tambour.mp3,processed,29.99,29.00,-0.99,-20.6,-18.8,1.7,-2.70,-0.92,1.79,1.7,yes,no,
Jacques Douai - Le dormeur du val.mp3,processed,29.99,29.00,-0.99,-24.4,-18.9,5.5,-6.49,-0.98,5.50,5.5,yes,no,
Jacques Douai - Les Scieurs De Long.mp3,processed,29.99,29.00,-0.99,-22.2,-18.1,4.1,-5.23,-1.05,4.18,4.1,yes,no,
Jacques Douai - M'en vas à la fontaine.mp3,processed,29.99,29.00,-0.99,-22.7,-20.7,1.9,-2.83,-1.11,1.72,1.9,yes,no,
Jacques Douai - Mes belles amourettes.mp3,processed,29.99,29.00,-0.99,-23.4,-17.1,6.3,-7.10,-1.04,6.07,6.3,yes,no,
Jacques Douai - Pauvre jean.mp3,processed,30.01,29.00,-1.01,-20.2,-19.5,0.7,-1.70,-0.94,0.75,0.7,yes,no,
Jacques Dutronc - L'aventurier.mp3,processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,-0.89,-2.40,-1.51,-1.6,yes,no,
Jacques Dutronc - L'homme de paille (Remastered 2004).mp3,processed,29.99,29.00,-0.99,-15.8,-15.8,-0.0,-1.17,-0.91,0.26,-0.0,yes,no,
Jacques Dutronc - Laquelle des deux est la plus snob.mp3,processed,29.99,29.00,-0.99,-16.9,-16.8,0.1,-1.10,-0.83,0.27,0.1,yes,no,
Jacques Dutronc - Les playboys (Version Espagnole).mp3,processed,29.99,29.00,-0.99,-16.1,-15.8,0.3,-1.83,-1.49,0.33,0.3,yes,no,
Jacques Dutronc - Transes dimanche.mp3,processed,29.99,29.00,-0.99,-15.7,-15.8,-0.1,-1.76,-1.93,-0.18,-0.1,yes,no,
Jacques Ferchit - Ça c'est Paris.mp3,processed,29.99,29.00,-0.99,-18.4,-18.2,0.2,-1.23,-0.95,0.28,0.2,yes,no,
Jacques Higelin - Quand j'improvise sur mon piano.mp3,processed,29.99,29.00,-0.99,-16.7,-15.9,0.8,-1.77,-0.90,0.87,0.8,yes,no,
Jade Bird - What Am I Here For.mp3,processed,30.01,29.00,-1.01,-15.6,-15.8,-0.1,-1.75,-1.59,0.16,-0.1,yes,no,
Jaguares - El Momento.mp3,processed,29.99,29.00,-0.99,-16.7,-16.7,0.0,-1.06,-1.22,-0.16,0.0,yes,no,
Jaguares - Está Muy Claro.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,-0.51,-2.26,-1.76,-2.0,yes,no,
Jah Cure - How Can I.mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,-0.06,-2.97,-2.91,-3.7,yes,no,
Jah Cure - I'm Free.mp3,processed,29.99,29.00,-0.99,-10.6,-15.8,-5.2,0.56,-4.52,-5.08,-5.2,yes,no,
Jah Cure - Songs Of Freedom.mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,-0.27,-1.39,-1.12,-1.9,yes,no,
Jah Cure - To Your Arms Of Love (Acoustic).mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-2.18,-2.94,-0.76,-1.4,yes,no,
Jah Debda - Eastern Magic.mp3,processed,29.99,29.00,-0.99,-20.9,-21.4,-0.5,-0.52,-0.87,-0.35,-0.5,yes,no,
Jah Legacy - What is the best.mp3,processed,29.99,29.00,-0.99,-14.5,-15.9,-1.4,0.42,-0.45,-0.87,-1.4,yes,no,
Jah Levi - No Night In Zion - Shine Your Light.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,-0.56,-1.90,-1.34,-1.7,yes,no,
Jaime Jamgochian - God Unchanging.mp3,processed,30.01,29.00,-1.01,-13.0,-15.8,-2.8,-0.87,-3.35,-2.48,-2.8,yes,no,
Jaime Urrutia - Azzurro.mp3,processed,29.99,29.00,-0.99,-12.7,-15.8,-3.1,0.42,-2.65,-3.07,-3.1,yes,no,
Jaime Urrutia - La sangre de tu tristeza (con Dani Martín) (Directo Enjoy 07).mp3,processed,29.99,29.00,-0.99,-10.6,-15.7,-5.1,0.86,-2.79,-3.66,-5.1,yes,no,
Jaime Urrutia - Suite nupcial (Directo Enjoy 07).mp3,processed,29.99,29.00,-0.99,-12.2,-15.8,-3.5,0.21,-2.96,-3.17,-3.5,yes,no,
Jake Hess - I Know Where I Am Now.mp3,processed,29.99,29.00,-0.99,-19.9,-19.1,0.8,-1.82,-0.96,0.85,0.8,yes,no,
Jake Hess - So Many Reasons.mp3,processed,29.99,29.00,-0.99,-23.0,-20.3,2.7,-3.71,-1.08,2.64,2.7,yes,no,
James Brown - Good Rockin' Tonight.mp3,processed,29.99,29.00,-0.99,-19.8,-17.8,2.0,-2.95,-1.46,1.50,2.0,yes,no,
James Carter - Strange Fruit.mp3,processed,29.99,29.00,-0.99,-15.1,-16.3,-1.2,0.29,-1.05,-1.34,-1.2,yes,no,
James Horner - Atmosphere Station.mp3,processed,29.99,29.00,-0.99,-40.5,-19.8,20.8,-21.74,-1.00,20.73,20.8,yes,no,
James Horner - Rescue And Breakout.mp3,processed,29.99,29.00,-0.99,-23.4,-19.9,3.5,-4.47,-0.90,3.56,3.5,yes,no,
James Horner - The President's Speech (Instrumental).mp3,processed,29.99,29.00,-0.99,-46.5,-16.2,30.2,-27.88,-1.03,26.84,30.2,yes,no,
James Horner - The Stranger.mp3,processed,29.99,29.00,-0.99,-30.6,-21.9,8.7,-9.74,-0.98,8.77,8.7,yes,no,
James Hunter - Class Act (Album Version).mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,0.02,-1.75,-1.76,-1.9,yes,no,
James Hunter - Cowboy Ways.mp3,processed,29.99,29.00,-0.99,-14.8,-16.1,-1.4,0.47,-0.51,-0.97,-1.4,yes,no,
James Ingram - A Baby's Born.mp3,processed,29.99,29.00,-0.99,-21.6,-19.3,2.3,-3.22,-1.12,2.10,2.3,yes,no,
James Last - Games That Lovers Play.mp3,processed,29.99,29.00,-0.99,-22.1,-16.5,5.6,-6.64,-1.05,5.59,5.6,yes,no,
James Last - Stuff Like That.mp3,processed,29.99,29.00,-0.99,-19.6,-19.9,-0.3,-0.69,-0.98,-0.28,-0.3,yes,no,
James Last - Summer Rain.mp3,processed,29.99,29.00,-0.99,-16.5,-16.4,0.2,-1.19,-0.66,0.52,0.2,yes,no,
James Monroe Iglehart - Arabian Nights.mp3,processed,29.99,29.00,-0.99,-19.8,-18.7,1.0,-1.99,-1.02,0.97,1.0,yes,no,
James Newton Howard - Phillip's Kiss.mp3,processed,29.99,29.00,-0.99,-33.8,-17.1,16.7,-17.76,-1.20,16.55,16.7,yes,no,
James Newton Howard - Photographs.mp3,processed,29.99,29.00,-0.99,-39.2,-18.0,21.2,-22.22,-1.03,21.19,21.2,yes,no,
James Newton Howard - The Burp Heard 'Round The World.mp3,processed,29.99,29.00,-0.99,-15.3,-15.8,-0.5,-0.75,-1.23,-0.48,-0.5,yes,no,
James Newton Howard - U North.mp3,processed,29.99,29.00,-0.99,-17.9,-18.0,-0.1,-0.90,-0.96,-0.06,-0.1,yes,no,
James Newton Howard - Voices.mp3,processed,29.99,29.00,-0.99,-29.2,-24.8,4.5,-5.36,-1.00,4.35,4.5,yes,no,
James Scott Skinner - Mrs Scott Skinner _ Mackenzie Hay _ The Devil's Elbow.mp3,processed,29.99,29.00,-0.99,-18.5,-18.0,0.5,-1.54,-0.98,0.56,0.5,yes,no,
James Scott Skinner - Triumph _ Timour The Tartar _ The Left Handed Fiddler _ Speed The Plough _ De'il Among The Tailors.mp3,processed,29.99,29.00,-0.99,-17.0,-16.9,0.1,-1.08,-0.97,0.12,0.1,yes,no,
James Taylor & The Original Flying Machine - Brighten Your Night With My Day.mp3,processed,29.99,29.00,-0.99,-19.8,-18.2,1.6,-2.61,-1.04,1.57,1.6,yes,no,
James Taylor - Down In the Hole.mp3,processed,29.99,29.00,-0.99,-17.0,-18.0,-1.0,0.15,-0.90,-1.05,-1.0,yes,no,
James Taylor - Everyday.mp3,processed,29.99,29.00,-0.99,-20.9,-18.0,2.9,-3.83,-1.30,2.53,2.9,yes,no,
James Taylor - One More Go Round.mp3,processed,29.99,29.00,-0.99,-18.0,-19.1,-1.1,0.12,-0.71,-0.83,-1.1,yes,no,
James Taylor - Steamroller Blues (2019 Remaster).mp3,processed,29.99,29.00,-0.99,-23.1,-17.8,5.3,-6.48,-0.81,5.67,5.3,yes,no,
James Taylor Quartet - Cleo's Mood.mp3,processed,29.99,29.00,-0.99,-11.1,-15.8,-4.7,0.56,-3.55,-4.11,-4.7,yes,no,
James Taylor Quartet - Got To Give It Up.mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,0.26,-1.07,-1.33,-1.9,yes,no,
Jamie Richards - Any Way You Want Me To.mp3,processed,29.99,29.00,-0.99,-15.8,-16.6,-0.8,-0.20,-0.53,-0.34,-0.8,yes,no,
Jamie Richards - Easier by Now.mp3,processed,29.99,29.00,-0.99,-17.8,-18.2,-0.4,-0.55,-0.72,-0.17,-0.4,yes,no,
Jamie Richards - Turn It Up.mp3,processed,29.99,29.00,-0.99,-14.9,-17.1,-2.1,1.16,-0.84,-2.00,-2.1,yes,no,
Jan Howard - Bad Seed.mp3,processed,29.99,29.00,-0.99,-22.2,-16.1,6.1,-7.05,-0.90,6.15,6.1,yes,no,
Jan Wayne - Groovin'.mp3,processed,29.99,29.00,-0.99,-13.3,-15.7,-2.4,0.55,-1.53,-2.09,-2.4,yes,no,
Jan Wayne - Hello (Empyre One Remix Edit).mp3,processed,29.99,29.00,-0.99,-14.4,-15.9,-1.6,0.53,-0.58,-1.11,-1.6,yes,no,
Jan Wayne - Mad World (Money-G. Remix).mp3,processed,30.01,29.00,-1.01,-13.4,-15.8,-2.4,-0.28,-1.92,-1.65,-2.4,yes,no,
Jane Winther - Deep Voices.mp3,processed,29.99,29.00,-0.99,-20.2,-16.0,4.3,-5.07,-1.02,4.05,4.3,yes,no,
Jane Winther - Kyrie Eleison.mp3,processed,29.99,29.00,-0.99,-18.7,-16.2,2.5,-3.46,-0.83,2.63,2.5,yes,no,
Jane Winther - Om.mp3,processed,29.99,29.00,-0.99,-18.6,-15.8,2.8,-5.52,-2.64,2.88,2.8,yes,no,
"Jane Winther - Singing Bowls,Saxophone & Voice.mp3",processed,29.99,29.00,-0.99,-18.9,-15.8,3.1,-4.56,-1.42,3.14,3.1,yes,no,
Jane Winther - The Lords Prayer.mp3,processed,29.99,29.00,-0.99,-17.5,-16.2,1.3,-2.34,-1.01,1.33,1.3,yes,no,
Jane Winther - The Sun is here for you.mp3,processed,29.99,29.00,-0.99,-17.5,-17.2,0.3,-1.13,-1.03,0.10,0.3,yes,no,
Jane's Addiction - Ocean Size (Demo Version).mp3,processed,29.99,29.00,-0.99,-12.2,-15.8,-3.6,-0.27,-3.59,-3.31,-3.6,yes,no,
Jane's Addiction - Price I Pay.mp3,processed,29.99,29.00,-0.99,-21.1,-18.5,2.6,-3.51,-1.10,2.41,2.6,yes,no,
Jane's Addiction - Stop! (Demo).mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.08,-1.48,-1.40,-1.5,yes,no,
Jane's Addiction - True Nature.mp3,processed,29.99,29.00,-0.99,-10.0,-15.8,-5.8,0.37,-4.29,-4.66,-5.8,yes,no,
Janet Jackson - Again (Instrumental).mp3,processed,29.99,29.00,-0.99,-22.2,-17.5,4.8,-5.98,-0.86,5.13,4.8,yes,no,
Janet Jackson - Again.mp3,processed,29.99,29.00,-0.99,-16.0,-16.1,-0.1,-0.92,-0.95,-0.03,-0.1,yes,no,
Janet Jackson - Greatest X.mp3,processed,29.99,29.00,-0.99,-14.0,-16.3,-2.2,1.20,-0.22,-1.42,-2.2,yes,no,
Janet Jackson - Hold On Baby.mp3,removed,10.45,,,-42.7,,,-27.33,,,,no,yes,
Janet Jackson - Interlude_ Livin'...In Complete Darkness.mp3,processed,29.99,29.00,-0.99,-27.7,-22.2,5.5,-6.50,-1.00,5.50,5.5,yes,no,
Janet Jackson - My Baby.mp3,processed,29.99,29.00,-0.99,-15.0,-15.8,-0.8,-0.42,-0.84,-0.42,-0.8,yes,no,
Janet Jackson - When I Think Of You.mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,1.54,-1.26,-2.80,-3.3,yes,no,
Janet Paschal - God Will Make A Way.mp3,processed,29.99,29.00,-0.99,-21.0,-17.2,3.8,-4.75,-1.13,3.63,3.8,yes,no,
Janet Paschal - It Won't Rain Always.mp3,processed,29.99,29.00,-0.99,-30.4,-19.6,10.8,-11.86,-0.93,10.93,10.8,yes,no,
Janet Paschal - Take This Trail Trip Beside Me.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.49,-1.44,-0.96,-1.5,yes,no,
Janet Paschal - The Lord Will Go Before You.mp3,processed,29.99,29.00,-0.99,-17.8,-16.7,1.1,-2.07,-1.29,0.79,1.1,yes,no,
Janice Robinson - Dreamer (Jamie J Sanchez Club Mix).mp3,processed,29.99,29.00,-0.99,-16.6,-17.4,-0.8,-0.25,-0.94,-0.69,-0.8,yes,no,
Janie Fricke - Let's Stop Talking About It.mp3,processed,29.99,29.00,-0.99,-21.2,-15.8,5.4,-8.98,-3.00,5.98,5.4,yes,no,
Janis Joplin - Get It While You Can.mp3,processed,29.99,29.00,-0.99,-19.0,-18.4,0.5,-1.41,-1.04,0.37,0.5,yes,no,
Janis Joplin - Maybe.mp3,processed,29.99,29.00,-0.99,-16.0,-15.8,0.2,-3.36,-2.92,0.44,0.2,yes,no,
Janitor Joe - Boyfriend.mp3,processed,29.99,29.00,-0.99,-20.8,-20.7,0.2,-1.19,-1.71,-0.53,0.2,yes,no,
Janitor Joe - Voucher.mp3,processed,29.99,29.00,-0.99,-19.4,-17.7,1.7,-2.63,-1.19,1.43,1.7,yes,no,
Jape Squad - Bus Monkeys.mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,0.23,-2.98,-3.22,-3.3,yes,no,
Jars Of Clay - Don't Stop (Live At Gray Matters).mp3,processed,29.99,29.00,-0.99,-16.4,-16.1,0.2,-1.22,-1.22,0.00,0.2,yes,no,
Jars Of Clay - Love Me.mp3,processed,29.99,29.00,-0.99,-12.7,-16.0,-3.3,2.27,-0.53,-2.80,-3.3,yes,no,
Jars Of Clay - The Burden of Hope.mp3,processed,29.99,29.00,-0.99,-19.0,-15.8,3.2,-4.53,-0.80,3.72,3.2,yes,no,
Jason & The Scorchers - 19th Nervous Breakdown (Remastered).mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.1,-0.12,-3.18,-3.06,-4.1,yes,no,
Jason & The Scorchers - Help There's A Fire.mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,0.01,-2.94,-2.94,-3.5,yes,no,
Jason & The Scorchers - Mother of Greed.mp3,processed,29.99,29.00,-0.99,-10.6,-15.8,-5.1,0.53,-3.99,-4.52,-5.1,yes,no,
Jason Michael Carroll - No Good In Goodbye (With Jewel).mp3,processed,29.99,29.00,-0.99,-10.5,-15.8,-5.3,0.94,-4.32,-5.26,-5.3,yes,no,
