filename,status,before_duration_s,after_duration_s,duration_change_s,before_lufs,after_lufs,lufs_change,before_peak_db,after_peak_db,peak_change_db,gain_applied_db,was_cropped,was_removed,error
Jason Miles - Brighton by the Sea.mp3,processed,29.99,29.00,-0.99,-14.2,-17.5,-3.3,2.24,-0.90,-3.14,-3.3,yes,no,
Jason Miles - Flamenco Sketches (Intro).mp3,processed,29.99,29.00,-0.99,-22.0,-20.0,1.9,-2.94,-1.26,1.68,1.9,yes,no,
Jason Miles - Suba.mp3,processed,29.99,29.00,-0.99,-15.1,-15.8,-0.7,0.25,-0.74,-1.00,-0.7,yes,no,
Jason Miles - Voices on the Corner.mp3,processed,29.99,29.00,-0.99,-18.7,-16.7,2.0,-3.02,-0.56,2.46,2.0,yes,no,
Jason Mraz - The Dynamo of Volition (From an Up All Night Session) (2023 Remaster).mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-0.9,-0.49,-0.91,-0.42,-0.9,yes,no,
Jason and the Scorchers - If Money Talks (1984 Demo).mp3,processed,29.99,29.00,-0.99,-15.2,-15.8,-0.6,-0.78,-1.30,-0.52,-0.6,yes,no,
Jassi Sidhu - Putt Jhatt Da Gulabi Phull Varga.mp3,processed,29.99,29.00,-0.99,-10.2,-15.8,-5.6,0.97,-3.22,-4.19,-5.6,yes,no,
Jatin-Lalit - Menu Lagan Lagi.mp3,processed,29.99,29.00,-0.99,-16.6,-16.6,0.0,-0.91,-1.23,-0.32,0.0,yes,no,
Jauida - I don't Want to Be Alone Tonight.mp3,processed,29.99,29.00,-0.99,-14.8,-15.8,-1.0,-0.62,-1.19,-0.57,-1.0,yes,no,
Java - Cendrier.mp3,processed,29.99,29.00,-0.99,-13.4,-15.8,-2.4,0.67,-1.62,-2.28,-2.4,yes,no,
Java - Don't Phunk With My Heart.mp3,processed,29.99,29.00,-0.99,-10.0,-15.8,-5.8,0.92,-4.80,-5.71,-5.8,yes,no,
Java - Hawai.mp3,processed,29.99,29.00,-0.99,-15.4,-15.8,-0.4,-0.72,-0.72,0.00,-0.4,yes,no,
Java - Pépètes.mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,0.06,-2.24,-2.31,-2.7,yes,no,
Jay & The Americans - Let's Lock The Door (And Throw Away The Key).mp3,processed,29.99,29.00,-0.99,-18.0,-16.8,1.2,-2.27,-1.06,1.21,1.2,yes,no,
Jay & The Americans - Livin' Above Your Head.mp3,processed,29.99,29.00,-0.99,-16.2,-15.8,0.4,-1.51,-0.91,0.60,0.4,yes,no,
Jay & The Americans - Some Enchanted Evening.mp3,processed,29.99,29.00,-0.99,-15.8,-16.4,-0.6,-0.51,-1.35,-0.84,-0.6,yes,no,
Jay Perez - America the Beautiful (Album Version).mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-0.29,-1.47,-1.18,-1.4,yes,no,
Jay Perez - Mi Lindo Amor.mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-0.08,-1.36,-1.29,-1.4,yes,no,
Jay Perez - Ojitos Dormilones.mp3,processed,29.99,29.00,-0.99,-15.4,-16.9,-1.5,0.46,-0.56,-1.02,-1.5,yes,no,
Jay Perez - Si Tu Regresas.mp3,processed,29.99,29.00,-0.99,-20.3,-20.9,-0.6,-0.41,-0.96,-0.55,-0.6,yes,no,
Jay Perez - Si Tú Te Vas.mp3,processed,29.99,29.00,-0.99,-15.3,-16.5,-1.2,0.21,-0.60,-0.81,-1.2,yes,no,
Jay Perez - Voy a Olvidarme.mp3,processed,29.99,29.00,-0.99,-11.3,-15.8,-4.5,-0.16,-4.14,-3.98,-4.5,yes,no,
Jay Perez - Ya Basta.mp3,processed,29.99,29.00,-0.99,-18.8,-19.0,-0.2,-0.90,-0.87,0.04,-0.2,yes,no,
Jay Randall - Mathilda.mp3,processed,29.99,29.00,-0.99,-24.1,-18.5,5.6,-6.52,-0.91,5.60,5.6,yes,no,
Jay Tee & Baby Bash - All Over Me.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,0.98,-1.82,-2.80,-2.3,yes,no,
Jaydee - Plastic Dreams.mp3,processed,29.99,29.00,-0.99,-25.7,-21.9,3.8,-4.97,-0.77,4.20,3.8,yes,no,
Jazz Gillum - Boar Hog Blues.mp3,processed,29.99,29.00,-0.99,-20.7,-17.2,3.4,-4.51,-0.92,3.59,3.4,yes,no,
Jazz Gillum - Gillum Blues.mp3,processed,29.99,29.00,-0.99,-18.1,-16.1,2.0,-3.21,-0.69,2.52,2.0,yes,no,
Jazz Gillum - Little Woman.mp3,processed,29.99,29.00,-0.99,-19.7,-17.1,2.7,-3.63,-0.75,2.88,2.7,yes,no,
Jazz Gillum - Maybe You'll Love Me Too.mp3,processed,29.99,29.00,-0.99,-23.8,-21.0,2.8,-3.70,-1.00,2.70,2.8,yes,no,
Jazz Gillum - Me and My Buddy.mp3,processed,29.99,29.00,-0.99,-23.4,-20.2,3.2,-4.15,-0.86,3.28,3.2,yes,no,
Jazz Gillum - You're Laughing Now.mp3,processed,29.99,29.00,-0.99,-21.3,-20.8,0.5,-1.35,-0.99,0.36,0.5,yes,no,
Jazzy B - Das Guru.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,-0.51,-2.83,-2.32,-2.3,yes,no,
Jazzy B - Soorma.mp3,processed,29.99,29.00,-0.99,-21.8,-16.9,4.9,-6.03,-0.51,5.52,4.9,yes,no,
Jean Carignan - Bank.mp3,processed,29.99,29.00,-0.99,-24.4,-15.8,8.6,-10.05,-1.46,8.59,8.6,yes,no,
Jean Carnigan - Irish Medley - Jigs.mp3,processed,29.99,29.00,-0.99,-17.8,-15.8,2.0,-5.44,-3.26,2.18,2.0,yes,no,
Jean Corti - C'était bien.mp3,processed,29.99,29.00,-0.99,-18.1,-18.7,-0.6,-0.33,-0.82,-0.49,-0.6,yes,no,
Jean Corti - Madeleine.mp3,processed,29.99,29.00,-0.99,-12.7,-15.8,-3.0,0.33,-2.29,-2.61,-3.0,yes,no,
Jean Fauque - Off the Record.mp3,processed,29.99,29.00,-0.99,-17.0,-18.1,-1.1,-0.32,-0.93,-0.61,-1.1,yes,no,
Jean Gabin - C'est moi le mari.mp3,processed,29.99,29.00,-0.99,-21.4,-18.3,3.2,-4.06,-0.95,3.11,3.2,yes,no,
Jean Lumière - Je suis le passeur du printemps.mp3,processed,29.99,29.00,-0.99,-15.4,-15.8,-0.4,-1.24,-1.77,-0.52,-0.4,yes,no,
Jean Lumière - La chanson des genêts.mp3,processed,29.99,29.00,-0.99,-19.0,-17.6,1.4,-2.45,-1.01,1.45,1.4,yes,no,
Jean Lumière - Le Temps Des Cerises.mp3,processed,29.99,29.00,-0.99,-15.3,-15.8,-0.5,-0.75,-1.20,-0.45,-0.5,yes,no,
Jean Ségurel - Bourrée des monts d'Aubrac.mp3,processed,29.99,29.00,-0.99,-18.1,-16.5,1.5,-2.55,-0.86,1.69,1.5,yes,no,
Jean Ségurel - Viens danser Jeannette.mp3,processed,29.99,29.00,-0.99,-19.1,-19.1,-0.0,-1.08,-1.01,0.07,-0.0,yes,no,
Jean-Jacques Goldman - Chanson d'amour.mp3,processed,29.99,29.00,-0.99,-15.8,-15.8,0.0,-1.27,-1.39,-0.12,0.0,yes,no,
Jean-Jacques Goldman - Comme toi (Live En public 1986).mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-0.34,-1.44,-1.09,-1.4,yes,no,
Jean-Jacques Goldman - Etre le premier.mp3,processed,29.99,29.00,-0.99,-15.8,-17.1,-1.3,0.18,-1.03,-1.21,-1.3,yes,no,
Jean-Jacques Goldman - Je marche seul (Version longue).mp3,processed,29.99,29.00,-0.99,-16.2,-15.8,0.5,-1.87,-1.18,0.69,0.5,yes,no,
Jean-Jacques Goldman - Je marche seul _ Quand la musique est bonne _ Au bout de mes rêves _ Il suffira d'un signe _ Envole-moi _ Encore un matin (Live Traces 1989).mp3,processed,29.99,29.00,-0.99,-21.2,-16.5,4.6,-5.75,-0.96,4.80,4.6,yes,no,
Jean-Jacques Goldman - La vie par procuration.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.5,0.33,-2.16,-2.48,-2.5,yes,no,
Jean-Jacques Goldman - Là-bas.mp3,processed,29.99,29.00,-0.99,-27.7,-18.7,9.0,-9.99,-0.87,9.12,9.0,yes,no,
Jean-Louis Aubert - Sensation de Rimbaud.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,-0.05,-1.62,-1.57,-2.0,yes,no,
Jean-Marc Thibault - Fleur de Paris (Live).mp3,processed,30.01,29.00,-1.01,-18.4,-18.5,-0.1,-1.02,-1.18,-0.16,-0.1,yes,no,
Jean-Marie Londeix - Hindemith_ Sonate pour saxophone alto et piano.mp3,processed,29.99,29.00,-0.99,-28.0,-18.7,9.3,-10.37,-1.07,9.30,9.3,yes,no,
Jean-claude Darnal - Mélusine.mp3,processed,29.99,29.00,-0.99,-17.9,-17.3,0.6,-1.50,-0.77,0.74,0.6,yes,no,
Jeanne Pruett - Love Me.mp3,processed,29.99,29.00,-0.99,-24.7,-16.7,7.9,-7.26,-1.06,6.20,7.9,yes,no,
Jeanne Robertson - Mumbling or hearing loss_.mp3,processed,29.99,29.00,-0.99,-21.3,-21.5,-0.2,-0.79,-1.81,-1.02,-0.2,yes,no,
Jeanne Robertson - Perk trip - sleeping in _tubes_.mp3,processed,29.99,29.00,-0.99,-24.3,-20.2,4.2,-5.03,-0.26,4.77,4.2,yes,no,
Jeckyll & Hyde - Time Flies.mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,0.45,-1.93,-2.39,-3.3,yes,no,
Jedi Mind Tricks - Listen Up.mp3,processed,29.99,29.00,-0.99,-13.3,-15.8,-2.5,-0.41,-2.64,-2.23,-2.5,yes,no,
Jedi Mind Tricks - Narrow Grave.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,0.76,-1.21,-1.97,-2.1,yes,no,
Jeff & Sheri Easter - A Love That Keeps On Giving (Silent Witness Album Version).mp3,processed,29.99,29.00,-0.99,-16.6,-15.8,0.8,-1.98,-0.44,1.54,0.8,yes,no,
Jeff & Sheri Easter - Loving By Heart.mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,-0.58,-2.71,-2.13,-2.7,yes,no,
Jeff & Sheri Easter - Morning's Coming.mp3,processed,29.99,29.00,-0.99,-14.5,-15.8,-1.3,-0.15,-1.25,-1.10,-1.3,yes,no,
Jeff & Sheri Easter - The Moon And I (Ordinary Day Album Version).mp3,processed,29.99,29.00,-0.99,-16.1,-16.6,-0.5,-0.47,-0.89,-0.42,-0.5,yes,no,
Jeff & Sheri Easter - We're Not Gonna Bow.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,-0.32,-2.76,-2.45,-2.6,yes,no,
Jeff & Sheri Easter - Wolf In Sheep's Clothing.mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.31,-1.26,-0.95,-1.2,yes,no,
Jeff Beck - Head for Backstage Pass.mp3,processed,29.99,29.00,-0.99,-15.9,-16.0,-0.1,-0.89,-1.04,-0.15,-0.1,yes,no,
Jeff Beck - Ice Cream Cakes.mp3,processed,29.99,29.00,-0.99,-16.9,-15.8,1.1,-2.20,-0.87,1.33,1.1,yes,no,
Jeff Beck - Jody.mp3,processed,29.99,29.00,-0.99,-18.3,-18.5,-0.2,-0.83,-1.48,-0.65,-0.2,yes,no,
Jeff Johnson - Contours.mp3,processed,29.99,29.00,-0.99,-17.1,-16.2,0.8,-1.79,-0.91,0.89,0.8,yes,no,
Jeff Lorber - Crazy Groove.mp3,processed,29.99,29.00,-0.99,-15.9,-16.3,-0.3,-0.69,-0.93,-0.24,-0.3,yes,no,
Jeff Massanari Trio - Closin' Moes.mp3,processed,29.99,29.00,-0.99,-16.7,-18.1,-1.4,0.35,-0.88,-1.23,-1.4,yes,no,
Jeff Scott Soto - 2 Late 4 Goodbyes.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-1.9,0.57,-1.24,-1.82,-1.9,yes,no,
Jeff Scott Soto - Colour My Xtc.mp3,processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,-0.34,-1.69,-1.35,-1.6,yes,no,
Jeff Scott Soto - Funky Medley.mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,1.28,-3.05,-4.33,-3.8,yes,no,
Jeff Scott Soto - If This Is The End.mp3,processed,29.99,29.00,-0.99,-16.0,-16.7,-0.7,-0.40,-1.17,-0.77,-0.7,yes,no,
Jeff Talmadge - The Hard Part's Letting Go.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,-0.75,-2.32,-1.56,-1.8,yes,no,
Jeff Wahl - India.mp3,processed,29.99,29.00,-0.99,-24.4,-16.2,8.3,-9.34,-0.98,8.36,8.3,yes,no,
Jeff Wahl - Waterfall.mp3,processed,30.01,29.00,-1.01,-24.8,-17.6,7.2,-8.24,-1.00,7.23,7.2,yes,no,
Jefferson Starship - Fading Lady Light.mp3,processed,29.99,29.00,-0.99,-16.6,-16.5,0.0,-1.10,-0.97,0.13,0.0,yes,no,
Jefferson Starship - Let me fly.mp3,processed,29.99,29.00,-0.99,-16.8,-15.8,1.0,-3.20,-2.04,1.16,1.0,yes,no,
Jefferson Starship - Stairway to Cleveland.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,-0.24,-2.16,-1.92,-2.1,yes,no,
Jenney - Gib deinem Herzen ein Zeichen (Radio Mix).mp3,processed,29.99,29.00,-0.99,-9.8,-15.8,-6.0,0.86,-4.50,-5.36,-6.0,yes,no,
Jenney - Ich vermiss dich (Radio Mix).mp3,processed,29.99,29.00,-0.99,-11.2,-15.8,-4.6,0.60,-4.02,-4.62,-4.6,yes,no,
Jennifer Brown - Naked (When I Take Off All My Clothes).mp3,processed,29.99,29.00,-0.99,-14.8,-15.8,-1.0,-0.36,-1.01,-0.64,-1.0,yes,no,
Jennifer Brown - Sweet Remedy.mp3,processed,29.99,29.00,-0.99,-16.5,-16.6,-0.1,-0.98,0.38,1.36,-0.1,yes,no,
Jennifer Lopez - Ain't It Funny.mp3,processed,29.99,29.00,-0.99,-11.2,-15.8,-4.6,0.94,-2.55,-3.49,-4.6,yes,no,
Jennifer Lopez - I'm Glad.mp3,processed,29.99,29.00,-0.99,-14.5,-16.6,-2.1,1.14,-0.05,-1.19,-2.1,yes,no,
Jennifer Lopez - I'm Real (feat. Ja Rule) (Murder Remix).mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,0.68,-1.04,-1.72,-2.7,yes,no,
Jennifer Lopez - Play.mp3,processed,29.99,29.00,-0.99,-13.0,-15.8,-2.8,1.25,-1.40,-2.65,-2.8,yes,no,
Jennifer Lopez - Por Arriesgarnos.mp3,processed,29.99,29.00,-0.99,-17.7,-17.6,0.0,-0.99,-0.74,0.25,0.0,yes,no,
Jennifer Lopez - Still.mp3,processed,29.99,29.00,-0.99,-14.3,-16.5,-2.2,1.26,-0.71,-1.96,-2.2,yes,no,
Jennifer Lopez - Talk About Us.mp3,processed,29.99,29.00,-0.99,-15.0,-16.3,-1.3,0.31,-0.85,-1.17,-1.3,yes,no,
Jennifer Lopez - We Gotta Talk.mp3,processed,29.99,29.00,-0.99,-13.3,-16.0,-2.6,1.57,-0.91,-2.48,-2.6,yes,no,
Jenny Berggren - Dying To Stay Alive.mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,-0.18,-2.54,-2.36,-3.5,yes,no,
JennyAnyKind - Didn't You Notice.mp3,processed,29.99,29.00,-0.99,-12.7,-15.8,-3.1,0.00,-2.66,-2.66,-3.1,yes,no,
JennyAnyKind - I'm On The Run.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,-1.14,-2.50,-1.35,-1.8,yes,no,
JennyAnyKind - In a Village Square.mp3,processed,29.99,29.00,-0.99,-17.1,-17.3,-0.2,-0.78,-0.82,-0.04,-0.2,yes,no,
JennyAnyKind - Young Boy Blues.mp3,processed,29.99,29.00,-0.99,-15.3,-15.8,-0.5,-0.67,-1.22,-0.55,-0.5,yes,no,
Jeremy Barlozzo - Change Your Mind.mp3,processed,29.99,29.00,-0.99,-15.6,-15.8,-0.2,-0.97,-1.08,-0.11,-0.2,yes,no,
Jeremy Spencer - It Hurts Me Too.mp3,processed,29.99,29.00,-0.99,-18.0,-17.6,0.4,-1.35,-0.84,0.51,0.4,yes,no,
Jeremy Spencer - Maria De Santiago.mp3,processed,29.99,29.00,-0.99,-17.1,-17.1,-0.0,-1.02,-1.01,0.01,-0.0,yes,no,
Jerry Butler & Betty Everett - The Way You Do The Things You Do - Original.mp3,processed,29.99,29.00,-0.99,-18.9,-15.9,3.0,-3.96,-0.89,3.06,3.0,yes,no,
Jerry Butler - He Will Break Your Heart.mp3,processed,29.99,29.00,-0.99,-13.3,-15.8,-2.4,0.39,-2.17,-2.56,-2.4,yes,no,
Jerry Butler - Moon River - Original.mp3,processed,29.99,29.00,-0.99,-17.2,-16.5,0.7,-1.62,-1.06,0.56,0.7,yes,no,
Jerry Goldsmith - First Blood.mp3,processed,29.99,29.00,-0.99,-21.8,-18.1,3.7,-4.76,-1.06,3.70,3.7,yes,no,
Jerry Goldsmith - Main Title.mp3,processed,29.99,29.00,-0.99,-25.3,-22.3,3.1,-4.86,-0.84,4.01,3.1,yes,no,
Jerry Goldsmith - The Keys.mp3,processed,29.99,29.00,-0.99,-34.7,-17.4,17.3,-18.39,-1.14,17.25,17.3,yes,no,
Jerry Lee Lewis - It All Depends On You.mp3,processed,29.99,29.00,-0.99,-16.5,-17.0,-0.5,-0.90,-0.66,0.24,-0.5,yes,no,
Jerry Lewis - Shine On Your Shoes.mp3,processed,29.99,29.00,-0.99,-17.2,-17.6,-0.4,-0.51,-1.15,-0.65,-0.4,yes,no,
"Jerry Reed - When You're Hot, You're Hot.mp3",processed,29.99,29.00,-0.99,-15.0,-15.8,-0.8,-1.00,-1.55,-0.55,-0.8,yes,no,
Jerry Reed - Woman Shy.mp3,processed,29.99,29.00,-0.99,-18.1,-16.7,1.3,-2.47,-0.38,2.09,1.3,yes,no,
Jerry Wallace - You'll Never Know.mp3,processed,29.99,29.00,-0.99,-22.0,-17.2,4.8,-5.71,-0.95,4.76,4.8,yes,no,
Jerry Yan - Pei Chen Pin (Album Version).mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,0.15,-2.04,-2.19,-2.3,yes,no,
Jerry Yan - Xi Guan Liang Ge Ren.mp3,processed,29.99,29.00,-0.99,-15.2,-15.8,-0.6,-1.58,-2.29,-0.71,-0.6,yes,no,
Jesse Malin - Almost Grown.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,-0.43,-2.17,-1.73,-2.2,yes,no,
Jesse Malin - Broken Radio '22.mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.4,-0.32,-3.24,-2.91,-3.4,yes,no,
Jesse Malin - Goin' Out West.mp3,processed,29.99,29.00,-0.99,-16.0,-15.8,0.2,-1.46,-0.85,0.61,0.2,yes,no,
Jesse Malin - Harmony.mp3,processed,29.99,29.00,-0.99,-14.9,-16.4,-1.5,0.38,-1.02,-1.40,-1.5,yes,no,
Jesse Malin - Since Your In Love.mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,-0.71,-3.37,-2.66,-3.5,yes,no,
Jesse Malin - Walk On The Wild Side.mp3,processed,29.99,29.00,-0.99,-14.9,-15.9,-1.0,-0.15,-0.82,-0.67,-1.0,yes,no,
Jesse Malin - Wendy.mp3,processed,29.99,29.00,-0.99,-13.0,-15.8,-2.8,-1.59,-4.18,-2.59,-2.8,yes,no,
Jessica Myrberg - I Love Rock n´ Roll.mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.2,0.38,-1.53,-1.91,-2.2,yes,no,
Jessica Simpson - Be (Album Version).mp3,processed,29.99,29.00,-0.99,-15.4,-16.5,-1.2,0.17,-1.07,-1.24,-1.2,yes,no,
Jessica Simpson - In This Skin (Album Version).mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,0.73,-1.75,-2.49,-2.7,yes,no,
Jessica Simpson - Irresistible (feat. Lil Bow Wow) (So So Def Remix featuring Lil Bow Wow).mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,0.78,-2.66,-3.44,-3.8,yes,no,
Jessica Simpson - Take My Breath Away.mp3,processed,29.99,29.00,-0.99,-13.7,-16.2,-2.6,1.54,-1.37,-2.92,-2.6,yes,no,
Jesus Jones - All The Answers.mp3,processed,29.99,29.00,-0.99,-19.2,-16.9,2.3,-3.28,-0.88,2.40,2.3,yes,no,
Jesus Jones - Nothing To Hold Me.mp3,processed,29.99,29.00,-0.99,-21.4,-19.4,2.0,-2.91,-1.58,1.33,2.0,yes,no,
Jesus Jones - Yellow Brown.mp3,processed,29.99,29.00,-0.99,-20.8,-17.6,3.2,-4.25,-1.11,3.13,3.2,yes,no,
Jets - Alligator Come Across (Live).mp3,processed,29.99,29.00,-0.99,-19.0,-17.0,2.0,-2.89,-0.70,2.19,2.0,yes,no,
Jewel - Serve The Ego (Hani Num Dub).mp3,processed,29.99,29.00,-0.99,-14.7,-16.4,-1.7,0.70,-1.07,-1.76,-1.7,yes,no,
Jha Jha - What It Do.mp3,processed,29.99,29.00,-0.99,-16.5,-15.8,0.7,-2.20,-1.51,0.69,0.7,yes,no,
Jim Bryson - Somewhere Else (Live).mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-0.56,-1.58,-1.02,-1.4,yes,no,
Jim Chappell - Adventure No. 8.mp3,processed,29.99,29.00,-0.99,-24.0,-18.1,5.9,-6.86,-0.97,5.88,5.9,yes,no,
Jim Chappell - Almost Us.mp3,processed,29.99,29.00,-0.99,-30.2,-19.6,10.6,-11.57,-0.98,10.60,10.6,yes,no,
Jim Chappell - First Kiss.mp3,processed,29.99,29.00,-0.99,-27.9,-20.8,7.2,-8.12,-1.01,7.11,7.2,yes,no,
Jim Chappell - In the Hills.mp3,processed,29.99,29.00,-0.99,-23.1,-17.9,5.2,-6.17,-1.14,5.03,5.2,yes,no,
Jim Chappell - Moonlight Boy.mp3,processed,29.99,29.00,-0.99,-26.0,-19.6,6.5,-7.47,-1.01,6.46,6.5,yes,no,
Jim Chappell - Still.mp3,processed,29.99,29.00,-0.99,-23.0,-18.4,4.5,-5.54,-1.00,4.54,4.5,yes,no,
"Jim Jones - Bright Lights, Big City.mp3",processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,0.19,-1.37,-1.56,-1.9,yes,no,
Jim Jones - Certified Gangstas (Feat. Cam'ron & Bezel).mp3,processed,29.99,29.00,-0.99,-13.4,-16.2,-2.8,1.78,-0.55,-2.33,-2.8,yes,no,
Jim Kweskin - Eight More Miles to Louisville.mp3,processed,29.99,29.00,-0.99,-15.1,-15.8,-0.7,-0.90,-1.36,-0.46,-0.7,yes,no,
Jim Reeves - I Guess I'm Crazy.mp3,processed,29.99,29.00,-0.99,-18.4,-15.8,2.5,-3.58,-0.87,2.70,2.5,yes,no,
Jim Reeves - I'd Like To Be.mp3,processed,29.99,29.00,-0.99,-19.1,-15.8,3.3,-4.49,-1.28,3.21,3.3,yes,no,
Jim Reeves - Jingle Bells.mp3,processed,29.99,29.00,-0.99,-18.5,-16.2,2.3,-3.12,-0.47,2.64,2.3,yes,no,
Jim Reeves - May the Good Lord Bless and Keep You.mp3,processed,29.99,29.00,-0.99,-20.4,-17.2,3.3,-4.20,-1.03,3.17,3.3,yes,no,
Jim Reeves - Mexican Joe.mp3,processed,29.99,29.00,-0.99,-19.4,-17.5,2.0,-2.92,-0.77,2.14,2.0,yes,no,
Jim Reeves - Rosa Rio.mp3,processed,29.99,29.00,-0.99,-16.9,-15.8,1.1,-3.39,-2.54,0.85,1.1,yes,no,
Jim Reeves - True.mp3,processed,29.99,29.00,-0.99,-16.8,-15.8,1.0,-3.31,-2.14,1.17,1.0,yes,no,
Jim Smoak - Old Dan Tucker.mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.1,-0.47,-4.03,-3.56,-4.1,yes,no,
Jimi Hendrix - Fire.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,0.63,-1.44,-2.07,-2.0,yes,no,
Jimi Hendrix - Hear My Train A Comin' (Acoustic).mp3,processed,29.99,29.00,-0.99,-19.3,-17.9,1.4,-2.40,-1.13,1.27,1.4,yes,no,
Jimi Hendrix - Lullaby For The Summer.mp3,processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,-0.18,-1.69,-1.52,-1.6,yes,no,
Jimi Hendrix - Once I Had a Woman.mp3,processed,29.99,29.00,-0.99,-18.8,-18.7,0.1,-1.32,-0.91,0.42,0.1,yes,no,
Jimi Hendrix - Voodoo Chile Blues.mp3,processed,29.99,29.00,-0.99,-19.2,-17.9,1.3,-2.27,-0.91,1.36,1.3,yes,no,
Jimmie Davis - It Makes No Difference.mp3,processed,29.99,29.00,-0.99,-17.2,-16.0,1.3,-2.31,-1.00,1.31,1.3,yes,no,
Jimmie Davis - Jimmie's Travellin' Blues.mp3,processed,29.99,29.00,-0.99,-17.5,-16.7,0.8,-2.07,-1.01,1.06,0.8,yes,no,
Jimmie Vaughan - Don't Cha Know (Album Version).mp3,processed,29.99,29.00,-0.99,-15.3,-16.3,-1.0,0.01,-0.95,-0.96,-1.0,yes,no,
Jimmie Vaughan - Kinky Woman (Album Version).mp3,processed,29.99,29.00,-0.99,-12.7,-15.8,-3.1,-0.08,-2.61,-2.54,-3.1,yes,no,
Jimmy Burns - Groovin' With Jimmy.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,-0.69,-1.63,-0.93,-1.7,yes,no,
Jimmy Burns - Rollin' And Tumblin'.mp3,processed,29.99,29.00,-0.99,-16.7,-16.3,0.4,-1.36,-0.97,0.40,0.4,yes,no,
Jimmy Cliff - Let's Seize The Time.mp3,processed,29.99,29.00,-0.99,-23.6,-19.2,4.4,-5.35,-1.01,4.34,4.4,yes,no,
Jimmy Cliff - Million Teardrops.mp3,processed,29.99,29.00,-0.99,-17.8,-15.8,2.0,-3.89,-1.84,2.04,2.0,yes,no,
Jimmy Herring - Lifeboat Serenade.mp3,processed,29.99,29.00,-0.99,-18.0,-18.0,-0.0,-0.94,-1.09,-0.15,-0.0,yes,no,
"Jimmy Hughes - Neighbor, Neighbor.mp3",processed,29.99,29.00,-0.99,-14.7,-16.0,-1.3,0.32,-0.71,-1.03,-1.3,yes,no,
Jimmy Johnson - Country Preacher.mp3,processed,29.99,29.00,-0.99,-15.6,-16.6,-1.0,0.03,-0.78,-0.81,-1.0,yes,no,
"Jimmy Johnson - When There's A Will, There's A Way.mp3",processed,29.99,29.00,-0.99,-17.5,-18.1,-0.5,-0.45,-0.39,0.06,-0.5,yes,no,
Jimmy McCracklin - Give My Heart a Break AKA You Don't Seem to Understand.mp3,processed,29.99,29.00,-0.99,-17.1,-16.3,0.8,-1.79,-1.09,0.70,0.8,yes,no,
Jimmy McCracklin - Gotta Cut Out.mp3,processed,29.99,29.00,-0.99,-15.7,-15.8,-0.1,-1.86,-2.25,-0.39,-0.1,yes,no,
Jimmy McCracklin - It Ain't No Use.mp3,processed,29.99,29.00,-0.99,-17.0,-17.1,-0.1,-0.81,-0.98,-0.17,-0.1,yes,no,
Jimmy McCracklin - Street Loafin' Woman.mp3,processed,29.99,29.00,-0.99,-23.4,-17.7,5.7,-6.70,-1.00,5.70,5.7,yes,no,
Jimmy McGriff - After The Dark.mp3,processed,29.99,29.00,-0.99,-26.9,-23.9,3.0,-3.94,-1.08,2.86,3.0,yes,no,
